name;alternate_url;id;from;to;employer_name;schedule;employment;experience;key_skills
Инженер-программист (C#);https://hh.ru/vacancy/31574826;31574826;92000;92000;ТАЙПИТ, Торгово-промышленная группа;Полный день;Полная занятость;От 3 до 6 лет;[]
Руководитель отдела тестирования/QA Lead;https://hh.ru/vacancy/31270427;31270427;207000;253000;Маркет Плато;Полный день;Полная занятость;От 3 до 6 лет;[]
Финансовый менеджер;https://hh.ru/vacancy/31602488;31602488;0;69000;КОРУС Консалтинг СНГ;Полный день;Полная занятость;От 1 года до 3 лет;[]
React Native developer (iOS, Android, Web);https://hh.ru/vacancy/27611806;27611806;230000;230000;Стандарт Капитал;Удаленная работа;Полная занятость;От 1 года до 3 лет;[{'name': 'Objective-C'}, {'name': 'Java'}, {'name': 'JavaScript'}, {'name': 'Solidity'}, {'name': 'C++'}, {'name': 'React Native'}, {'name': 'Node.js'}]
Financial Manager;https://hh.ru/vacancy/31413534;31413534;92000;115000;Tools For Brokers;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'МСФО'}, {'name': 'Бюджетирование'}, {'name': 'Финансовый контроль'}, {'name': 'Финансовая отчетность'}, {'name': 'Управленческий учет'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'Корпоративные финансы'}, {'name': 'Управление затратами'}, {'name': 'Расчет заработной платы'}, {'name': 'Формирование бюджета'}, {'name': 'Налоговая отчетность'}, {'name': 'Бухгалтерский учет'}]
Financial Manager;https://hh.ru/vacancy/31413534;31413534;92000;115000;Tools For Brokers;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'МСФО'}, {'name': 'Бюджетирование'}, {'name': 'Финансовый контроль'}, {'name': 'Финансовая отчетность'}, {'name': 'Управленческий учет'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'Корпоративные финансы'}, {'name': 'Управление затратами'}, {'name': 'Расчет заработной платы'}, {'name': 'Формирование бюджета'}, {'name': 'Налоговая отчетность'}, {'name': 'Бухгалтерский учет'}]
Логист;https://hh.ru/vacancy/31602988;31602988;57000;57000;Веселый Водовоз;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Кладовщик (склада пищевого производства);https://hh.ru/vacancy/31600654;31600654;40000;40000;Булочные Ф.Вольчека;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Знание принципов FIFO'}, {'name': 'Знание документооборота'}, {'name': 'Адресная система хранения'}]
Юрист ЖКХ;https://hh.ru/vacancy/31493342;31493342;50000;50000;Балтийский Дом;Полный день;Полная занятость;От 1 года до 3 лет;[]
Главный бухгалтер/Финансовый директор;https://hh.ru/vacancy/31360418;31360418;60000;60000;СЛВ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С: Бухгалтерия'}, {'name': 'Консультант плюс'}, {'name': '1С: Зарплата и управление персоналом'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'MS Outlook'}, {'name': 'Бухгалтерский учет'}, {'name': 'Банк-клиент'}, {'name': '1С: Предприятие 8'}, {'name': 'Пользователь ПК'}, {'name': '1С: Зарплата и кадры'}, {'name': 'Первичная бухгалтерская документация'}, {'name': 'Налоговая отчетность'}, {'name': 'Бюджетирование'}, {'name': '1С: Документооборот'}, {'name': '1C: Бухгалтерия'}, {'name': 'Расчет заработной платы'}, {'name': 'Основные средства'}, {'name': 'Кассовые операции'}, {'name': 'Деловая переписка'}, {'name': 'Организаторские навыки'}, {'name': 'Работа в команде'}, {'name': 'Грамотная речь'}, {'name': 'Анализ текущих финансовых показателей'}, {'name': 'Внутренний финансовый аудит'}]
Senior Java Developer;https://hh.ru/vacancy/31415382;31415382;275000;275000;ALM Works;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Секретарь / Менеджер-координатор;https://hh.ru/vacancy/31599805;31599805;57000;57000;585, Золотой;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер по нормоконтролю;https://hh.ru/vacancy/31379648;31379648;35000;40000;ВНИИРА;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1С: Документооборот'}, {'name': 'MS Office'}, {'name': 'Проведение нормоконтроля'}]
Экономист;https://hh.ru/vacancy/31409595;31409595;52000;52000;Сеть апарт-отелей Калейдоскоп;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Бюджетирование'}, {'name': 'Финансовый анализ'}, {'name': 'Финансовый контроль'}, {'name': 'Управленческий учет'}, {'name': 'Управленческая отчетность'}, {'name': 'Финансовое планирование'}, {'name': '1С: Предприятие 8'}, {'name': 'Финансовый менеджмент'}, {'name': 'Управление финансами'}, {'name': 'Бухгалтерская отчетность'}, {'name': '1C: Бухгалтерия'}, {'name': 'Финансовая отчетность'}, {'name': 'Бухгалтерский учет'}]
Механик по выпуску ТС;https://hh.ru/vacancy/31600969;31600969;57000;57000;JCat.ru;Полный день;Полная занятость;От 1 года до 3 лет;[]
Диспетчер автомобильного транспорта;https://hh.ru/vacancy/31600971;31600971;40000;40000;JCat.ru;Сменный график;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/31363761;31363761;126000;126000;MF(МайкаФуфайка);Полный день;Полная занятость;От 1 года до 3 лет;[]
Торговый представить/Водитель-курьер;https://hh.ru/vacancy/31048356;31048356;46000;46000;Lamoda;Сменный график;Полная занятость;Нет опыта;[]
Ассистент отдела сервиса Audi;https://hh.ru/vacancy/31598326;31598326;46000;69000;Максимум, Автомобильный холдинг;Полный день;Полная занятость;От 1 года до 3 лет;[]
Контролер СМР;https://hh.ru/vacancy/31529576;31529576;34000;46000;СэтлСити;Сменный график;Полная занятость;Нет опыта;[]
Программист 1С;https://hh.ru/vacancy/30703926;30703926;90000;90000;Токио-Сити;Полный день;Проектная работа;От 1 года до 3 лет;[{'name': 'MS Office'}, {'name': '1С: Предприятие 8'}, {'name': '1C: Бухгалтерия'}, {'name': 'Техническое Сопровождение'}, {'name': '1С 8.3'}, {'name': 'ERP-системы на базе 1С'}]
Разработчик DB Oracle;https://hh.ru/vacancy/24333091;24333091;57000;115000;ЭР-Телеком;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'ORACLE'}, {'name': 'Oracle Pl/SQL'}, {'name': 'HighLoad'}, {'name': 'Работа с базами данных'}]
Ассистент косметолога / Медицинская сестра;https://hh.ru/vacancy/31466032;31466032;86000;86000;Николь;Полный день;Полная занятость;Нет опыта;[]
Senior iOS Developer;https://hh.ru/vacancy/31594247;31594247;252000;252000;AdMe;Удаленная работа;Полная занятость;Более 6 лет;[]
Инженер-программист;https://hh.ru/vacancy/31399015;31399015;80000;80000;TopAssistant;Гибкий график;Полная занятость;Нет опыта;[{'name': 'C++'}, {'name': 'Python'}, {'name': 'STL'}, {'name': 'Разработка ПО'}]
"Водитель категории ""C""";https://hh.ru/vacancy/31349698;31349698;57000;57000;Базис;Полный день;Полная занятость;От 3 до 6 лет;[]
Оператор 1C;https://hh.ru/vacancy/31346612;31346612;30000;30000;ПТК Модерам;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1с'}]
Программист С++;https://hh.ru/vacancy/29442133;29442133;80000;161000;Специальный Технологический Центр;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'DSP'}, {'name': 'ЦОС'}, {'name': 'STL'}]
Программист 1C;https://hh.ru/vacancy/30889154;30889154;126000;126000;Paris Nail;Полный день;Полная занятость;От 3 до 6 лет;[]
Разработчик JavaScript со знанием Java;https://hh.ru/vacancy/30663712;30663712;98000;98000;Сбербанк;Полный день;Полная занятость;От 1 года до 3 лет;[]
Заместитель начальника планово-экономического отдела;https://hh.ru/vacancy/31246518;31246518;80000;90000;НИИ МАСШТАБ;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий специалист по планированию производства;https://hh.ru/vacancy/31590622;31590622;98000;121000;РОЛТЭК;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер-программист;https://hh.ru/vacancy/31586417;31586417;103000;103000;Ростелеком;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер-программист 3 категории;https://hh.ru/vacancy/31551014;31551014;34000;34000;Петербургский Метрополитен, государственное унитарное предприятие;Полный день;Полная занятость;От 1 года до 3 лет;[]
Главный бухгалтер;https://hh.ru/vacancy/31594915;31594915;50000;60000;HR Market;Полный день;Полная занятость;Более 6 лет;[{'name': 'Консультант плюс'}, {'name': 'MS Excel'}, {'name': '1С: Предприятие 8'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'Пользователь ПК'}, {'name': 'Налоги'}, {'name': '1C: Бухгалтерия'}, {'name': 'Деловая переписка'}, {'name': 'Налоговая отчетность'}, {'name': 'Управление персоналом'}, {'name': 'Контроль ведения налоговой отчетности'}, {'name': 'Бухгалтерский учет'}, {'name': 'Организаторские навыки'}, {'name': 'Аудит'}, {'name': 'Первичная бухгалтерская документация'}, {'name': 'Управление проектами'}]
Специалист по складскому учету;https://hh.ru/vacancy/31592939;31592939;35000;35000;Элни;Полный день;Полная занятость;От 1 года до 3 лет;[]
Ведущий инженер - конструктор (управление требованиями проектов);https://hh.ru/vacancy/31501568;31501568;60000;80000;ЦКБМ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Английский язык'}, {'name': 'Управление проектами'}, {'name': 'Работа в команде'}]
Менеджер по логистике;https://hh.ru/vacancy/31594405;31594405;69000;69000;Трансформер Групп;Полный день;Полная занятость;От 3 до 6 лет;[]
Системный инженер (Linux);https://hh.ru/vacancy/31228343;31228343;69000;69000;SPRINTHOST;Сменный график;Полная занятость;От 1 года до 3 лет;[{'name': 'Python'}, {'name': 'MySQL'}, {'name': 'Apache HTTP Server'}, {'name': 'Администрирование серверов Linux'}, {'name': 'Nginx'}, {'name': 'Bash'}, {'name': 'Linux'}, {'name': 'PostgreSQL'}, {'name': 'KVM'}, {'name': 'Docker'}, {'name': 'Ansible'}, {'name': 'Chef'}, {'name': 'CentOS'}, {'name': 'Git'}, {'name': 'Zabbix'}, {'name': 'Администрирование сетевого оборудования'}]
Помощник менеджера по персоналу;https://hh.ru/vacancy/31504600;31504600;31000;46000;ATM Group;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'активность'}]
Бухгалтер по расчету заработной платы;https://hh.ru/vacancy/31591248;31591248;40000;40000;СПб ГБУЗ Городская поликлиника №104;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Умение работать в системе управления государственными закупками в соответствии с Федеральным законом'}]
Механик - диагност;https://hh.ru/vacancy/31426313;31426313;69000;92000;FRESH AUTO;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Ведущий инженер-программист;https://hh.ru/vacancy/31551821;31551821;57000;57000;Петербургский Метрополитен, государственное унитарное предприятие;Полный день;Полная занятость;От 1 года до 3 лет;[]
IOS developer;https://hh.ru/vacancy/28453027;28453027;0;287000;iGooods;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист 1C;https://hh.ru/vacancy/31247754;31247754;75000;98000;ЦНИИ РТК;Полный день;Полная занятость;От 3 до 6 лет;[{'name': '1С8'}]
Водитель категории Е;https://hh.ru/vacancy/31593439;31593439;98000;126000;JCat.ru;Полный день;Полная занятость;От 3 до 6 лет;[]
Помощник аккаунт-менеджера;https://hh.ru/vacancy/31591875;31591875;50000;60000;Альтера, интернет-агентство;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior C++ Developer;https://hh.ru/vacancy/30915913;30915913;207000;207000;Риал Тайм Технологии;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'C++'}, {'name': 'Linux'}, {'name': 'Python'}, {'name': 'Git'}, {'name': 'Docker'}]
Реверс-инженер;https://hh.ru/vacancy/31226074;31226074;115000;230000;We are global Technology and Information Security Services provider.;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер-программист JAVA/С++;https://hh.ru/vacancy/30419540;30419540;80000;80000;«АНТ» ГРУППА КОМПАНИЙ;Полный день;Полная занятость;От 1 года до 3 лет;[]
Водитель категории Е;https://hh.ru/vacancy/31593433;31593433;98000;126000;JCat.ru;Полный день;Полная занятость;От 3 до 6 лет;[]
Инженер АСКУЭ;https://hh.ru/vacancy/31527308;31527308;47000;47000;Ростелеком;Полный день;Полная занятость;Более 6 лет;[]
Кондитер;https://hh.ru/vacancy/31284021;31284021;26000;44000;Сеть кофеен Шоколадница;Полный день;Полная занятость;От 1 года до 3 лет;[]
PHP разработчик (senior);https://hh.ru/vacancy/28594815;28594815;0;184000;MAJOR, Автомобильный холдинг;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'JavaScript'}, {'name': 'PHP7'}, {'name': 'MySQL'}, {'name': 'Gulp'}, {'name': 'Webpack'}, {'name': 'Composer'}, {'name': 'Laravel'}, {'name': 'Docker'}]
Инженер по охране труда;https://hh.ru/vacancy/31586930;31586930;80000;80000;СИТИЛИНК;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер-конструктор 2-1 категории ПБ«Автоматика» (расчетчик);https://hh.ru/vacancy/30199686;30199686;45000;60000;Климов;Полный день;Полная занятость;Нет опыта;[]
Инженер по внедрению и поддержке Unix-систем;https://hh.ru/vacancy/31561381;31561381;50000;50000;СевенТест, НТЦ;Гибкий график;Полная занятость;От 1 года до 3 лет;[]
Web-разработчик Backend;https://hh.ru/vacancy/31579902;31579902;69000;115000;РЦ ПЛИНОР;Полный день;Полная занятость;От 3 до 6 лет;[]
Юрист;https://hh.ru/vacancy/31560937;31560937;63000;63000;ЛексКледере консалтинг;Полный день;Полная занятость;От 1 года до 3 лет;[]
Водитель-международник категории С, Е (СЕ);https://hh.ru/vacancy/31590759;31590759;69000;126000;JCat.ru;Полный день;Полная занятость;От 1 года до 3 лет;[]
Менеджер по сертификации;https://hh.ru/vacancy/31590142;31590142;45000;55000;СКРАП, группа компаний;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'внимательность'}, {'name': 'высокий уровень ответственности'}]
Мерчендайзер;https://hh.ru/vacancy/31416878;31416878;30000;30000;Мясоперерабатывающий завод Иней;Полный день;Полная занятость;Нет опыта;[]
Senior Front-end Developer (в Таллин, Эстония);https://hh.ru/vacancy/31557104;31557104;216000;360000;GMS Services;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'JavaScript'}, {'name': 'React'}, {'name': 'SQL'}]
Начальник /инженер по развитию проектов слаботочных систем;https://hh.ru/vacancy/31584728;31584728;69000;86000;Снабремсервис;Полный день;Полная занятость;От 3 до 6 лет;[]
Делопроизводитель в договорной отдел;https://hh.ru/vacancy/31579877;31579877;40000;40000;Группа компаний БТК;Полный день;Полная занятость;От 3 до 6 лет;[]
Системный аналитик;https://hh.ru/vacancy/28451766;28451766;100000;100000;Сбербанк;Полный день;Полная занятость;От 3 до 6 лет;[]
PL/pgSQL Developer / PostgreSQL DBA;https://hh.ru/vacancy/30996704;30996704;184000;184000;Риал Тайм Технологии;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'PostgreSQL'}, {'name': 'PL/pgSQL'}, {'name': 'PHP'}, {'name': 'ClickHouse'}, {'name': 'Git'}, {'name': 'Docker'}]
Менеджер по импорту (контейнерные перевозки);https://hh.ru/vacancy/31567236;31567236;57000;57000;АРЕС;Полный день;Полная занятость;Более 6 лет;[{'name': 'Транспортная логистика'}, {'name': 'Контейнерные перевозки'}, {'name': 'Морские перевозки'}]
Оператор WMS (ночные смены);https://hh.ru/vacancy/30323534;30323534;0;34000;Сеть универсамов «Народная 7Я семьЯ», супермаркетов «SPAR» и «ИдеЯ»;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Персональный тренер в студию;https://hh.ru/vacancy/31588997;31588997;40000;100000;Power Style SPb;Гибкий график;Частичная занятость;От 1 года до 3 лет;[]
Бармен-кассир;https://hh.ru/vacancy/31579797;31579797;34000;52000;Альфа;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист;https://hh.ru/vacancy/31414559;31414559;103000;103000;СэтлСити;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'ASP.NET MVC'}, {'name': 'C#'}, {'name': 'MS SQL'}, {'name': 'API'}, {'name': 'WCF'}, {'name': 'MSMQ'}, {'name': 'ORM'}, {'name': 'LINQ'}, {'name': 'ASP.NET'}, {'name': '3D Home Architect'}, {'name': 'Xamarin'}]
Инженер-разработчик;https://hh.ru/vacancy/31579099;31579099;63000;75000;Концерн ЦНИИ Электроприбор;Полный день;Полная занятость;От 3 до 6 лет;[]
Контролер КПП;https://hh.ru/vacancy/31417478;31417478;34000;34000;Мясоперерабатывающий завод Иней;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Программист Oracle PL/SQL;https://hh.ru/vacancy/30090398;30090398;0;85000;Максидом;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Базы данных'}, {'name': 'ORACLE'}, {'name': 'Oracle Pl/SQL'}, {'name': 'Delphi'}, {'name': 'SQL'}]
Программист MSSQL - Разработчик ERP;https://hh.ru/vacancy/31375959;31375959;0;100000;НВХ РУС;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'ERP'}, {'name': 'MS SQL'}, {'name': 'MS Visual Basic'}, {'name': 'PowerScript'}, {'name': 'WMS'}, {'name': 'MES'}]
Начальник Инженерного центра;https://hh.ru/vacancy/31547693;31547693;60000;100000;НИЦ Радиотехники;Полный день;Полная занятость;От 3 до 6 лет;[]
Специалист по трансформации отчетности по МСФО;https://hh.ru/vacancy/31580303;31580303;0;200000;Орёлстрой;Полный день;Полная занятость;От 1 года до 3 лет;[]
Специалист отдела кадров;https://hh.ru/vacancy/31580092;31580092;40000;46000;АКМЭ сервис;Полный день;Полная занятость;От 1 года до 3 лет;[]
Разработчик С++/Qt;https://hh.ru/vacancy/30506765;30506765;138000;138000;Специальный Технологический Центр;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'C++'}, {'name': 'QML'}, {'name': 'Qt'}]
Кладовщик;https://hh.ru/vacancy/29967179;29967179;44000;57000;РеалЪ ТД;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Администратор/офис-менеджер на ресепшен;https://hh.ru/vacancy/27378664;27378664;29000;29000;Ла Виктори;Полный день;Полная занятость;Нет опыта;[{'name': 'Пользователь ПК'}, {'name': 'Грамотная речь'}, {'name': 'Организаторские навыки'}]
Системный аналитик;https://hh.ru/vacancy/30614243;30614243;0;80000;Деньга;Полный день;Полная занятость;От 3 до 6 лет;[]
Разнорабочий;https://hh.ru/vacancy/31574721;31574721;34000;34000;Крафт;Полный день;Полная занятость;Нет опыта;[]
Печатник;https://hh.ru/vacancy/31562513;31562513;40000;40000;Брамел;Полный день;Полная занятость;Нет опыта;[{'name': 'Adobe Illustrator'}, {'name': 'Пользователь ПК'}, {'name': 'CorelDRAW'}]
Junior С# .Net Developer;https://hh.ru/vacancy/31483883;31483883;68000;76000;Петроэлектросбыт;Полный день;Полная занятость;От 1 года до 3 лет;[]
Программист-Разработчик С/С++ для встраиваемых систем;https://hh.ru/vacancy/23228664;23228664;115000;115000;Специальный Технологический Центр;Полный день;Полная занятость;От 3 до 6 лет;[]
Водитель-экспедитор;https://hh.ru/vacancy/31575905;31575905;51000;60000;РОЛТЭК;Полный день;Полная занятость;От 1 года до 3 лет;[]
Работник торгового зала;https://hh.ru/vacancy/30558880;30558880;34000;46000;Работут;Гибкий график;Полная занятость;Нет опыта;[]
Работник торгового зала;https://hh.ru/vacancy/30843965;30843965;30000;36000;Работут;Сменный график;Частичная занятость;Нет опыта;[]
Кассир;https://hh.ru/vacancy/31190840;31190840;29000;43000;Работут;Полный день;Полная занятость;Нет опыта;[]
Заместитель начальника отдела кадров;https://hh.ru/vacancy/30244814;30244814;52000;52000;АКМЭ сервис;Полный день;Полная занятость;От 3 до 6 лет;[]
Бухгалтер с функциями главного бухгалтера;https://hh.ru/vacancy/31240079;31240079;63000;63000;Объединённая Консалтинговая Группа;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Основные средства'}, {'name': 'Годовая отчетность'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'Годовой баланс'}]
Кладовщик;https://hh.ru/vacancy/31375978;31375978;34000;34000;НВХ РУС;Сменный график;Полная занятость;От 1 года до 3 лет;[{'name': 'Складской Учет'}, {'name': 'ERP'}, {'name': 'Работа с ТМЦ'}]
Технолог кулинарного производства;https://hh.ru/vacancy/31573944;31573944;55000;70000;Сеть универсамов «Народная 7Я семьЯ», супермаркетов «SPAR» и «ИдеЯ»;Полный день;Полная занятость;От 3 до 6 лет;[]
Специалист по сопровождению тендеров;https://hh.ru/vacancy/31575623;31575623;57000;57000;Продстар;Полный день;Полная занятость;От 3 до 6 лет;[]
Администратор ресторана;https://hh.ru/vacancy/31446618;31446618;46000;46000;Корчма, ресторан;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Бухгалтер (специалист по договорной работе);https://hh.ru/vacancy/30777817;30777817;46000;46000;«ТРЕЙДКОН»;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1С: Предприятие 8'}, {'name': 'Первичная бухгалтерская документация'}, {'name': 'Деловая переписка'}, {'name': '1C: Бухгалтерия'}, {'name': 'Заключение договоров'}, {'name': 'Составление договоров'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'Организаторские навыки'}, {'name': 'Стрессоустойчивость'}, {'name': 'Коммуникабельность'}]
Бухгалтер в единственном числе;https://hh.ru/vacancy/31575763;31575763;69000;69000;ИнтерКо;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Расчет заработной платы'}, {'name': 'Кассовые операции'}, {'name': 'Основные средства'}, {'name': 'Бухгалтерская отчетность'}, {'name': 'Отчетность в ПФР'}, {'name': '1C: Бухгалтерия'}, {'name': 'прохождение налоговых проверок'}, {'name': 'Расчет затрат'}, {'name': 'Налоговая отчетность'}, {'name': 'Отчет о прибылях и убытках'}, {'name': 'Первичная документация'}, {'name': 'Расчет НДС'}, {'name': 'Годовой баланс'}, {'name': 'Отчетность в ФСС'}, {'name': 'реализация товаров и услуг'}, {'name': 'Статистическая отчетность'}, {'name': 'Финансовая отчетность'}]
Специалист по продвижению канала Youtube;https://hh.ru/vacancy/30605653;30605653;80000;80000;Paris Nail;Полный день;Полная занятость;От 1 года до 3 лет;[]
Junior PHP-разработчик;https://hh.ru/vacancy/31571249;31571249;57000;57000;СМТР;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Веб-программирование'}, {'name': 'Symfony'}, {'name': 'PHP'}, {'name': 'JavaScript'}, {'name': 'MySQL'}, {'name': 'jQuery'}]
Водитель категории C;https://hh.ru/vacancy/31315628;31315628;45000;45000;JCat.ru;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Аналитик-разработчик (Python, NodeJS, Golang);https://hh.ru/vacancy/30642397;30642397;138000;195000;ДИДЖИТАЛ ТРЕЙД СОЛЮШНС;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Python'}, {'name': 'Node.js'}, {'name': 'Go'}, {'name': 'MySQL'}, {'name': 'MongoDB'}, {'name': 'CS:GO'}, {'name': 'Dota 2'}, {'name': 'Анализ поведения пользователей'}]
Водитель (категория B,C,D,E);https://hh.ru/vacancy/31347956;31347956;22000;46000;Пункт отбора на военную службу по контракту по Санкт-Петербургу;Полный день;Полная занятость;Нет опыта;[]
Программист С++ (DSP);https://hh.ru/vacancy/29440671;29440671;80000;161000;Специальный Технологический Центр;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'DSP'}, {'name': 'ЦОС'}, {'name': 'C++'}, {'name': 'Git'}, {'name': 'Bash'}]
Программист 1С - консультант 1C;https://hh.ru/vacancy/31335784;31335784;75000;80000;ФГУП Крыловский государственный научный центр;Полный день;Полная занятость;От 3 до 6 лет;[]
Оператор 1C;https://hh.ru/vacancy/31312539;31312539;46000;46000;УЧЕНИК;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1С: Управление Торговлей'}, {'name': 'Пользователь ПК'}]
Разработчик распределенных систем;https://hh.ru/vacancy/31383495;31383495;100000;100000;Университет ИТМО;Полный день;Полная занятость;От 1 года до 3 лет;[]
Техник по слаботочным системам;https://hh.ru/vacancy/31202997;31202997;0;46000;Ренейссанс Констракшн;Полный день;Полная занятость;От 3 до 6 лет;[]
Специалист по охране труда;https://hh.ru/vacancy/31566261;31566261;32000;32000;Hotel Indigo St. Petersburg - Tchaikovskogo;Гибкий график;Частичная занятость;От 1 года до 3 лет;[{'name': 'Охрана труда и техника безопасности'}, {'name': 'Аудит системы управления охраной труда'}, {'name': 'Вводный инструктаж по охране труда и технике безопасности'}, {'name': 'Взаимодействие с органами государственного контроля'}, {'name': 'разработка инструкций по охране труда'}, {'name': 'Расследование несчастных случаев'}, {'name': 'Обучение персонала'}]
Программист 1C;https://hh.ru/vacancy/31310242;31310242;92000;115000;KRASOTKAPRO (ООО Красотка Трейд);Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер-программист (навигационное обеспечение);https://hh.ru/vacancy/28872942;28872942;80000;103000;Специальный Технологический Центр;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'DSP'}, {'name': 'C++'}, {'name': 'Математическая статистика'}]
Водитель автомобиля (спецтранспорта);https://hh.ru/vacancy/31192753;31192753;30000;50000;Аэропорт Пулково (ООО Воздушные Ворота Северной Столицы);Полный день;Полная занятость;От 3 до 6 лет;[]
Программист 1C;https://hh.ru/vacancy/31067768;31067768;90000;90000;Невский Синдикат;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': '1С программирование'}, {'name': '1С: Предприятие 8'}, {'name': 'Обновление конфигурации 1С'}, {'name': '1С: Зарплата и управление персоналом'}]
Менеджер отдела закупок;https://hh.ru/vacancy/31567580;31567580;57000;103000;Игдал Игорь Борисович;Полный день;Полная занятость;От 1 года до 3 лет;[]
Экономист;https://hh.ru/vacancy/30865501;30865501;46000;46000;Априори;Полный день;Полная занятость;От 1 года до 3 лет;[]
Разработчик Java back-end;https://hh.ru/vacancy/29436342;29436342;138000;138000;Сбербанк;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Java'}, {'name': 'Spring Framework'}, {'name': 'Hibernate ORM'}]
Разработчик Java back-end (Senior);https://hh.ru/vacancy/30955998;30955998;173000;173000;Сбербанк;Полный день;Полная занятость;От 3 до 6 лет;[]
Java-разработчик;https://hh.ru/vacancy/29261321;29261321;115000;115000;Наука;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Java'}, {'name': 'SQL'}, {'name': 'ООП'}, {'name': 'JSF'}, {'name': 'JavaScript'}, {'name': 'Unit Testing'}]
Инженер-геодезист;https://hh.ru/vacancy/31566788;31566788;55000;55000;SGS Vostok Limited;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Геодезия и картография'}, {'name': 'AutoCAD'}, {'name': 'CREDO'}, {'name': 'Английский язык'}, {'name': 'Пользователь ПК'}]
Специалист отдела сервиса и связи с потребителем;https://hh.ru/vacancy/31567419;31567419;46000;57000;Компания ФАКТ;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Клиентоориентированность'}, {'name': 'Стрессоустойчивость'}, {'name': 'Доброжелательность'}, {'name': 'Ответственность'}, {'name': 'Внимательность'}, {'name': 'Аккуратность'}]
Senior React/Javascript Developer (г. Санкт-Петербург, г. Севастополь);https://hh.ru/vacancy/29079997;29079997;120000;200000;ITGLOBAL.COM;Полный день;Полная занятость;От 3 до 6 лет;[]
Senior React Developer/Ведущий React разработчик;https://hh.ru/vacancy/31123100;31123100;120000;200000;ITGLOBAL.COM;Удаленная работа;Полная занятость;От 3 до 6 лет;[]
Middle React Frontend/Javascript Developer;https://hh.ru/vacancy/31189270;31189270;120000;150000;ITGLOBAL.COM;Полный день;Полная занятость;От 3 до 6 лет;[]
