name;alternate_url;id;from;to;employer_name;schedule;employment;experience;key_skills
Аудитор;https://hh.ru/vacancy/31372057;31372057;29000;69000;АФ Северная столица;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Бухгалтерская отчетность'}, {'name': 'Опыт работы аудитором.'}, {'name': 'Финансовый контроль'}, {'name': '1C: Бухгалтерия'}, {'name': 'Консолидация финансовой отчетности'}, {'name': 'Бухгалтерский учет'}, {'name': 'МСФО'}, {'name': 'Финансовый анализ'}, {'name': 'Аудит'}, {'name': 'Финансовый менеджмент'}, {'name': 'Внутренний аудит'}, {'name': 'Управление проектами'}, {'name': 'Аудиторские проверки'}, {'name': 'Международные стандарты бухгалтерского учета'}, {'name': 'Финансовая отчетность'}, {'name': 'Опыт работы аудитором или главным бухгалтером, Наличие аттестата аудитора, единого аттестата.'}]
Программист Full Stack developer (Java, Angular);https://hh.ru/vacancy/31362058;31362058;46000;69000;Фонд - региональный оператор капитального ремонта общего имущества в многоквартирных домах;Полный день;Полная занятость;От 1 года до 3 лет;[]
Ведущий программист;https://hh.ru/vacancy/29699419;29699419;100000;150000;Морские Навигационные Системы;Гибкий график;Полная занятость;От 3 до 6 лет;[{'name': 'Администрирование серверов Linux'}, {'name': 'Linux'}, {'name': 'Python'}, {'name': 'Git'}, {'name': 'Debian GNU/Linux'}, {'name': 'Gui yf Qt4'}, {'name': 'Linux/C/C++'}]
Стационарный мерчендайзер (м. Академическая);https://hh.ru/vacancy/31364494;31364494;0;35000;ITM;Полный день;Полная занятость;Нет опыта;[]
Senior/Middle iOS developer;https://hh.ru/vacancy/31356502;31356502;100000;230000;Тензор;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior Software Developer (IntelliJ IDEA);https://hh.ru/vacancy/18562648;18562648;200000;200000;JetBrains;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Кладовщик;https://hh.ru/vacancy/31366711;31366711;36000;36000;Группа компаний «Славянка»;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Производственная логистика'}, {'name': '1С: Предприятие 8'}, {'name': 'Складской Учет'}, {'name': 'Первичная бухгалтерская документация'}, {'name': 'Складской документооборот'}]
Главный бухгалтер небольшой базы отдыха 5 коттеджей;https://hh.ru/vacancy/31371455;31371455;0;70000;УК ГРИНВАЛЬД;Полный день;Полная занятость;От 3 до 6 лет;[{'name': 'Ответственность'}, {'name': 'Динамика'}, {'name': 'Коммуникации'}, {'name': 'Опыт'}, {'name': 'Стрессоустойчивость'}, {'name': 'Порядочность'}, {'name': 'Системность мышления'}, {'name': '1С: Бухгалтерия'}, {'name': 'СБиС'}, {'name': 'Позитив'}, {'name': 'Инициативность'}]
Оператор в клинику на телефон;https://hh.ru/vacancy/31361001;31361001;34000;69000;Николь;Гибкий график;Частичная занятость;Нет опыта;[{'name': 'исходящие звонки'}, {'name': 'Поиск и привлечение клиентов'}, {'name': 'Администрирование'}, {'name': 'PR-консультирование'}, {'name': 'Консультирование клиентов по телефону'}]
Водитель-экспедитор категории СЕ;https://hh.ru/vacancy/30012712;30012712;0;59000;Почта России;Сменный график;Полная занятость;От 1 года до 3 лет;[]
Senior Software Developer (AppCode);https://hh.ru/vacancy/26802677;26802677;230000;230000;JetBrains;Гибкий график;Полная занятость;От 3 до 6 лет;[]
Software Developer (AppCode);https://hh.ru/vacancy/27975423;27975423;207000;207000;JetBrains;Гибкий график;Полная занятость;От 1 года до 3 лет;[]
Программист Front-End;https://hh.ru/vacancy/31299596;31299596;92000;92000;ИнфоКуб;Полный день;Полная занятость;Нет опыта;[{'name': 'Ответственность'}, {'name': 'Коммуникабельность'}, {'name': 'Исполнительность'}]
IOS разработчик;https://hh.ru/vacancy/30999000;30999000;115000;115000;Куберто, OOO;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'iOS'}, {'name': 'Objective-C'}, {'name': 'swift'}]
Менеджер;https://hh.ru/vacancy/31339260;31339260;40000;80000;Вентиляционные системы;Полный день;Полная занятость;От 1 года до 3 лет;[]
Инженер по подготовке производства;https://hh.ru/vacancy/30537599;30537599;34000;34000;Петербургский тракторный завод;Полный день;Полная занятость;Нет опыта;[]
Senior Software Developer (MPS);https://hh.ru/vacancy/30893755;30893755;230000;230000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Табельщик;https://hh.ru/vacancy/30972001;30972001;25000;25000;Почта России;Полный день;Полная занятость;Нет опыта;[]
Специалист по планированию;https://hh.ru/vacancy/31343974;31343974;57000;57000;Специальный Технологический Центр;Полный день;Полная занятость;От 1 года до 3 лет;[]
Senior QA Engineer (GoLand);https://hh.ru/vacancy/30446908;30446908;172000;172000;JetBrains;Полный день;Полная занятость;От 3 до 6 лет;[]
Программист Java;https://hh.ru/vacancy/31347187;31347187;0;100000;Отраслевой центр разработок и внедрения информационных систем / ОЦРВ;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Java EE'}, {'name': 'SQL'}, {'name': 'XML'}, {'name': 'XSLT'}, {'name': 'Xsd'}, {'name': 'WSDL'}, {'name': 'SOAP'}, {'name': 'ESB'}]
Специалист по тестированию;https://hh.ru/vacancy/31336453;31336453;46000;80000;ГК Д.А. Консалт;Удаленная работа;Полная занятость;От 1 года до 3 лет;[]
Главный бухгалтер;https://hh.ru/vacancy/31336218;31336218;92000;115000;JobHelp;Полный день;Полная занятость;От 3 до 6 лет;[]
Ведущий специалист бюро оплаты труда;https://hh.ru/vacancy/30933186;30933186;55000;55000;АО ЗАСЛОН;Полный день;Полная занятость;От 3 до 6 лет;[]
Оператор печати;https://hh.ru/vacancy/31351587;31351587;35000;35000;Копирка, Сеть копировальных центров;Полный день;Полная занятость;От 1 года до 3 лет;[{'name': 'Adobe Photoshop'}, {'name': 'CorelDRAW'}]
Автоматизатор тестирования Phyton (QA Automation Engineer);https://hh.ru/vacancy/31333043;31333043;0;92000;Кошелек.Ру;Гибкий график;Полная занятость;От 1 года до 3 лет;[{'name': 'Тестирование'}, {'name': 'Тестирование пользовательского интерфейса'}, {'name': 'Test case'}, {'name': 'JMeter'}, {'name': 'Apache'}, {'name': 'Selenium IDE'}, {'name': 'Jmeter'}, {'name': 'Black box testing'}, {'name': 'QA'}, {'name': 'Compatibility Testing'}, {'name': 'A/B тесты'}, {'name': 'Нагрузочное тестирование'}, {'name': 'Разработка тестов, опросников'}, {'name': 'Регресcионное тестирование'}, {'name': 'Beta-тестирования'}, {'name': 'blockchain'}, {'name': 'Bitcoin'}, {'name': 'Регресионное тестирование'}, {'name': 'Функциональное тестирование'}, {'name': 'Phyton'}, {'name': 'TestRails'}, {'name': 'Проведение тестирований'}, {'name': 'Atlassian Jira'}]
